publish,ID,type_01,@icon,@icon_bg,@divider,initiative,name,variant,cd_duration,@effect_01,@effect_02,major,@spending_icon_01,spending_text_01,@spending_icon_02,spending_text_02,@spending_icon_03,spending_text_03,minor
x,a78,Melee,/images/combatmagesstrike-icon.png,/images/combatmagesstrike-icon-bg.png,/images/betavariant-divider.png,2,Combat Mage's Strike,Beta Variant,3,,,"Melee Attack, add (Power Die).    Additionally add your spellcasting bonus dice to this melee attack.",/images/doubleplus-icon.png,Add (Power Die) to your next spellcasting roll this round.,/images/plus-icon.png,Cause Knockback (3).,/images/plus-icon.png,Reduce the cooldown of one of your spells by 2.,Melee Attack  Add (Enhancement Die) to your next roll using your spellcasting dice pool this round.
x,a79,Melee,/images/dualstrike-icon.png,/images/dualstrike-icon-bg.png,/images/basicvariant-divider.png,4,Dual Strike,Basic Variant,3,,,"Melee Attack, add (Blessing Die).    Additionally add the bonus dice (and options) of your other equipped weapon to the roll.",,,,,,,Melee Attack  Add (Standard Die) if you wield two 1h weapons (shields do not count).
x,a80,Melee,/images/dualstrike-icon.png,/images/dualstrike-icon-bg.png,/images/alphavariant-divider.png,6,Dual Strike,Alpha Variant,3,,,"Melee Attack, add (Blessing Die).    Additionally add the bonus dice (and options) of your other equipped weapon to the roll.",/images/star-icon.png,Cooldown -3.,/images/plus-icon.png,+2 Power.,,,Melee Attack  Add (Standard Die) if you wield two 1h weapons (shields do not count).
x,a81,Melee,/images/dualstrike-icon.png,/images/dualstrike-icon-bg.png,/images/betavariant-divider.png,4,Dual Strike,Beta Variant,2,,,"Melee Attack, add (Blessing Die).    Additionally add the bonus dice (and options) of your other equipped weapon to the roll.    You may distribute the total damage dealt freely among all enemies within reach.",,,,,,,Melee Attack  Add (Standard Die) if you wield two 1h weapons (shields do not count).
x,a82,Melee,/images/lethalblow-icon.png,/images/lethalblow-icon-bg.png,/images/basicvariant-divider.png,4,Lethal Blow,Basic Variant,4,,,"Melee Attack, add (Blessing Die).  Add (Power Die) if you wield a 2h weapon.",/images/doubleplus-icon.png,+2 Power.,/images/plus-icon.png,+1 Power.,,,Melee Attack  Add (Standard Die) if you wield a 2h weapon.
x,a83,Melee,/images/lethalblow-icon.png,/images/lethalblow-icon-bg.png,/images/alphavariant-divider.png,5,Lethal Blow,Alpha Variant,4,,,"Melee Attack, add (Blessing Die).  Add (Power Die) if you wield a 2h weapon.",/images/star-icon.png,Cause Knockback (3).,/images/doubleplus-icon.png,+2 Power OR cause Stun.,/images/plus-icon.png,+1 Power.,Melee Attack  Add (Standard Die) if you wield a 2h weapon.
x,a84,Melee,/images/lethalblow-icon.png,/images/lethalblow-icon-bg.png,/images/betavariant-divider.png,4,Lethal Blow,Beta Variant,4,,,"Melee Attack, add (Blessing Die).  Add (Power Die) if you wield a 2h weapon.",/images/doubleplus-icon.png,Immediately repeat this attack (but must be against a different target).,/images/plus-icon.png,+1 Power.,,,Melee Attack  Add (Standard Die) if you wield a 2h weapon.
x,a85,Melee,/images/lungingslash-icon.png,/images/lungingslash-icon-bg.png,/images/basicvariant-divider.png,4,Lunging Slash,Basic Variant,4,,,Move by up to 3 squares in a straight or diagonal line. Then perform a melee attack against each enemy that was adjacent to you during or after that movement.,,,,,,,Move (2)  Cause Knockback (1) against an adjacent enemy.
x,a86,Melee,/images/lungingslash-icon.png,/images/lungingslash-icon-bg.png,/images/alphavariant-divider.png,4,Lunging Slash,Alpha Variant,4,,,Move by up to 3 squares in a straight or diagonal line. Then perform an attack against each enemy that was adjacent to you during or after that movement.    Cause Knockback (2) against each enemy hit.,,,,,,,Move (2)  Cause Knockback (1) against an adjacent enemy.
x,a87,Melee,/images/lungingslash-icon.png,/images/lungingslash-icon-bg.png,/images/betavariant-divider.png,4,Lunging Slash,Beta Variant,5,,,Move by up to 3 squares (gain Slippery) in a straight or diagonal line. Then perform an attack against each enemy that was adjacent to you during or after that movement.    Then repeat this action once (may not hit original targets again).,,,,,,,Move (2)  Cause Knockback (1) against an adjacent enemy.
x,a88,Melee,/images/openthrust-icon.png,/images/openthrust-icon-bg.png,/images/basicvariant-divider.png,2,Open Thrust,Basic Variant,3,,,"Melee Attack, add (Enhancement Die).    If this attack does not deal a wound, the targeted enemy immediately attempts to perform a free attack against you.",/images/star-icon.png,+4 Power.,/images/plus-icon.png,Cause Bleed (2).,,,"Attack, add (Blessing Die)."
x,a89,Melee,/images/openthrust-icon.png,/images/openthrust-icon-bg.png,/images/alphavariant-divider.png,2,Open Thrust,Alpha Variant,3,,,"Melee Attack, add (Enhancement Die).    If this attack does not deal a wound, the targeted enemy immediately attempts to perform a free attack against you.",/images/star-icon.png,+6 Power.,/images/plus-icon.png,+1 Power.,/images/plus-icon.png,Cause Bleed (2).,"Attack, add (Blessing Die)."
x,a90,Melee,/images/openthrust-icon.png,/images/openthrust-icon-bg.png,/images/betavariant-divider.png,5,Open Thrust,Beta Variant,2,,,"Melee Attack, add (Enhancement Die).    If this attack does not deal a wound, the targeted enemy immediately attempts to perform a free attack against you.",/images/plus-icon.png,"Cause either Dazed, Stun, Cripple, Weaken or Bleed (2).",/images/plus-icon.png,+1 Power.,,,"Attack, add (Blessing Die)."
x,a91,Melee,/images/stompingleap-icon.png,/images/stompingleap-icon-bg.png,/images/basicvariant-divider.png,3,Stomping Leap,Basic Variant,4,,,"Assume a new position within range 3.  Then perform a melee attack against each enemy within reach, but add (Cursed Die) to them.",,,,,,,Move (2) (gain Nimble)  Attack
x,a92,Melee,/images/stompingleap-icon.png,/images/stompingleap-icon-bg.png,/images/alphavariant-divider.png,5,Stomping Leap,Alpha Variant,4,,,Assume a new position within range 4.  Then perform a melee attack against each enemy within reach.    Then suffer Weaken (1).,,,,,,,Move (2) (gain Nimble)  Attack
x,a93,Melee,/images/stompingleap-icon.png,/images/stompingleap-icon-bg.png,/images/betavariant-divider.png,3,Stomping Leap,Beta Variant,4,,,"Assume a new position within range 3.  Then perform a melee attack against each enemy within reach, but add (Cursed Die) to them.    After these attacks, cause Knockback (2) against each enemy hit.",,,,,,,Move (2) (gain Nimble)  Attack
x,a94,Melee,/images/tacticalstrike-icon.png,/images/tacticalstrike-icon-bg.png,/images/basicvariant-divider.png,4,Tactical Strike,Basic Variant,2,,,"Melee Attack, add (Blessing Die).    Allow yourself or an ally to Move (2) 
(grant Nimble and Slippery).",/images/plus-icon.png,+1 Power.,,,,,Attack  Move (1)
x,a95,Melee,/images/tacticalstrike-icon.png,/images/tacticalstrike-icon-bg.png,/images/alphavariant-divider.png,5,Tactical Strike,Alpha Variant,1,,,"Melee Attack, add (Blessing Die).    Allow yourself or an ally to Move (2) 
(grant Nimble and Slippery).",/images/star-icon.png,Add +2 movement to the movement above.,/images/plus-icon.png,Add +1 movement to the movement above.,/images/plus-icon.png,+1 Power.,Attack  Move (1)
x,a96,Melee,/images/tacticalstrike-icon.png,/images/tacticalstrike-icon-bg.png,/images/betavariant-divider.png,2,Tactical Strike,Beta Variant,2,,,"Melee Attack, add (Blessing Die).    Allow yourself or an ally to Move (2) 
(grant Nimble and Slippery).",/images/star-icon.png,Deal a wound to any one enemy within reach.,/images/plus-icon.png,+1 Power.,/images/plus-icon.png,+1 Power.,"Attack, add (Cursed Die).  Move (2) (gain Nimble and Slippery)"
x,a97,Meta,/images/arcanemanipulation-icon.png,/images/arcanemanipulation-icon-bg.png,/images/basicvariant-divider.png,1,Arcane Manipulation,Basic Variant,1,,,Extend the duration of an ongoing spell by +4.    Attach a card from your hand below the targeted spell. It only becomes available again once that effect ends.,,,,,,,Extend the duration of an ongoing spell that you have cast by +1.
x,a98,Meta,/images/arcanemanipulation-icon.png,/images/arcanemanipulation-icon-bg.png,/images/alphavariant-divider.png,1,Arcane Manipulation,Alpha Variant,2,,,Extend the duration of an ongoing spell by +3.,,,,,,,Extend the duration of an ongoing spell that you have cast by +1.
x,a99,Meta,/images/arcanemanipulation-icon.png,/images/arcanemanipulation-icon-bg.png,/images/betavariant-divider.png,1,Arcane Manipulation,Beta Variant,2,,,Extend the duration of up to two ongoing spells by +2 each.    Then you suffer a scratch.,,,,,,,Set the duration of an ongoing spell that you have cast to 3.
x,a100,Meta,/images/blackmagic-icon.png,/images/blackmagic-icon-bg.png,/images/basicvariant-divider.png,5,Black Magic,Basic Variant,3,,,Suffer Cursed (2).    Add (Power Die) (Enhancement Die) to your next roll using your spellcasting dice pool this round.,,,,,,,Reduce the cooldown of one of your spells by 1.
x,a101,Meta,/images/blackmagic-icon.png,/images/blackmagic-icon-bg.png,/images/alphavariant-divider.png,5,Black Magic,Alpha Variant,2,,,Suffer Bleed (2).    Add either (Power Die) (Power Die) or (Enhancement Die) (Enhancement Die) (Enhancement Die) to your next roll using your spellcasting dice pool this round.,,,,,,,Reduce the cooldown of one of your spells by 1.
x,a102,Meta,/images/blackmagic-icon.png,/images/blackmagic-icon-bg.png,/images/betavariant-divider.png,5,Black Magic,Beta Variant,2,,,Suffer Stun (2).  Add one of the following bonuses to your next roll using your spellcasting dice pool this round (after rolling):  • Add +4 Power.  • Add (PlusPlus).  • Add +2 Power and (Plus).  • Add (Star).,,,,,,,Reduce the cooldown of one of your spells by 1.
x,a103,Meta,/images/bouncingbomb-icon.png,/images/bouncingbomb-icon-bg.png,/images/basicvariant-divider.png,3,Bouncing Bomb,Basic Variant,4,,,Select a square in exactly range 2 that is straight or diagonal to your position.    Deal damage to all enemies on and adjacent to it using only (Standard Die) (Enhancement Die). Then do the same procedure 2 squares further in any straight or diagonal direction from there.  Add Power to the damage equal to the current chapter tier.,,,,,,,Deal damage to an enemy within range 4 using only (Standard Die) (Enhancement Die).
x,a104,Meta,/images/bouncingbomb-icon.png,/images/bouncingbomb-icon-bg.png,/images/alphavariant-divider.png,3,Bouncing Bomb,Alpha Variant,4,,,Select a square in exactly range 3 that is straight or diagonal to your position.    Deal damage to all enemies on and adjacent to it using only (Power Die) (Blessing Die). Then do the same procedure 3 squares further in any straight or diagonal direction from there.  Add Power to the damage equal to the current chapter tier.,,,,,,,Deal damage to an enemy within range 4 using only (Standard Die) (Enhancement Die). Add Power to the damage equal to the current chapter tier.
x,a105,Meta,/images/bouncingbomb-icon.png,/images/bouncingbomb-icon-bg.png,/images/betavariant-divider.png,6,Bouncing Bomb,Beta Variant,3,,,"Select a square in exactly range 2 that is straight or diagonal to your position.    Deal damage to all enemies on and adjacent to it using only (Standard Die) (Enhancement Die) (Blessing Die).  Cause Knockback (2) against all enemies affected, originating from the targeted square.  Add Power to the damage equal to the current chapter tier.",,,,,,,Deal damage to an enemy within range 4 using only (Standard Die) (Enhancement Die). Add Power to the damage equal to the current chapter tier.
x,a106,Meta,/images/brawler-icon.png,/images/brawler-icon-bg.png,/images/basicvariant-divider.png,5,Brawler,Basic Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  For each hand that is free, add (Blessing Die) to your attacks.  You may use the below spending option for your attacks.",/images/plus-icon.png,+1 Power.,,,,,"Attack, add (Blessing Die) for each free hand."
x,a107,Meta,/images/brawler-icon.png,/images/brawler-icon-bg.png,/images/alphavariant-divider.png,5,Brawler,Alpha Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  For each hand that is free, add (Blessing Die) to your attacks.  You may use the below spending options for your attacks.",/images/plus-icon.png,Extend the duration of this effect by 1.,/images/plus-icon.png,+1 Power.,/images/plus-icon.png,+1 Power.,"Attack, add (Blessing Die) for each free hand."
x,a108,Meta,/images/brawler-icon.png,/images/brawler-icon-bg.png,/images/betavariant-divider.png,5,Brawler,Beta Variant,5,/images/ongoing-effect.png,,"##Ongoing(end_on)  For each hand that is free, add (Blessing Die) to your attacks and your melee defense.  You may use the below spending options for your attacks.",/images/plus-icon.png,+2 Power.,,,,,"Attack, add (Blessing Die) for each free hand."
x,a109,Meta,/images/calltarget-icon.png,/images/calltarget-icon-bg.png,/images/basicvariant-divider.png,5,Call Target,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  Cause Weaken to an enemy within range 6.    While this effect persists, that enemy cannot lose Weaken tokens at the end of its activation.",,,,,,,Provide an ally with (Enhancement Die)  (Blessing Die) on their next roll this round.
x,a110,Meta,/images/calltarget-icon.png,/images/calltarget-icon-bg.png,/images/alphavariant-divider.png,5,Call Target,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  Cause Weaken to an enemy within range 6.    While this effect persists, that enemy cannot lose Weaken tokens at the end of its activation.    If you or allies use attacks against that enemy, reduce the cooldown of those used cards by one.",,,,,,,Provide an ally with (Enhancement Die)  (Blessing Die) on their next roll this round.
x,a111,Meta,/images/calltarget-icon.png,/images/calltarget-icon-bg.png,/images/betavariant-divider.png,6,Call Target,Beta Variant,2,/images/interrupt.png,,##Interrupt(end_int)  Cause Weaken against 2 enemies within range 6.,,,,,,,Provide an ally with (Enhancement Die)  (Blessing Die) on their next roll this round.
x,a112,Meta,/images/catchbreath-icon.png,/images/catchbreath-icon-bg.png,/images/basicvariant-divider.png,4,Catch Breath,Basic Variant,3,,,Heal half your scratches (round up).    Add (Blessing Die) to your next roll during this round.,,,,,,,Heal one scratch from yourself.
x,a113,Meta,/images/catchbreath-icon.png,/images/catchbreath-icon-bg.png,/images/alphavariant-divider.png,5,Catch Breath,Alpha Variant,3,,,Heal 2 scratches from yourself.    Add (Blessing Die) (Blessing Die) to your next roll during this round.,,,,,,,Heal one scratch from yourself.  Reduce the duration of an ongoing negative effect on yourself by 1.
x,a114,Meta,/images/catchbreath-icon.png,/images/catchbreath-icon-bg.png,/images/betavariant-divider.png,1,Catch Breath,Beta Variant,4,,,Roll (Power Die) (Power Die).  Choose one of the two dice results. The total power is the amount of scratches that you may heal from yourself.,/images/doubleplus-icon.png,Heal one wound from yourself.,,,,,Heal one scratch from yourself.
x,a115,Meta,/images/center-icon.png,/images/center-icon-bg.png,/images/basicvariant-divider.png,1,Center,Basic Variant,5,,,"You may spend 3 points on the following options, with each costing one point. You can use the same option multiple times (distribute as you like):  • Reduce the duration of a negative effect on you by 1.  • Add (Enhancement Die) to your next roll this round.  • Reduce one of your cooldowns by 2.",,,,,,,Move (3)
x,a116,Meta,/images/center-icon.png,/images/center-icon-bg.png,/images/alphavariant-divider.png,1,Center,Alpha Variant,5,,,"You may spend 4 points on the following options, with each costing one point. You can use the same option multiple times (distribute as you like):  • Reduce the duration of a negative effect on you by 1.  • Add (Enhancement Die) to your next roll this round.  • Reduce one of your cooldowns by 2.",,,,,,,Move (3)
